,source_id,row_index,segment_idx,transliteration,translation
71,,71,0,KIŠIB ku-zi-zi-a ,Seal of Kuziziya;
72,,72,0,a-na en-um-a-šur DUMU šál-ma-a-šùr ù šu-be-lim," to Ennam-Aššur son of Šalim-Aššur, and Šu-Bēlum."
73,,73,0,a-na a-ta-ta DUMU ma-num-ba-lúm-a-šùr ù kà-nu-tim DUMU.MÍ en-na-sú-in ,"To Atata, son of Mannum-balum-Assur, and Kannutum, daughter of Ennam-Suen. "
74,,74,0,KIŠIB a-na-aḫ-ì-lí DUMU DU₁₀-ṣí-lá-a-šùr,"Seal of Anah-ili, son of Tab-silli-Assur"
75,,75,0,KIŠIB kà-ri-im ,Seal of the
76,,76,0,kà-ni-iš a-na ú-bar-tim ša ku-bu-ur-na-at, Kanesh colony; to the station at Kuburnat.
77,,77,0,KIŠIB ú-ra-a-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na ,"Seal of Uraya son of Manana, seal of Amurrum-bāni son of Manana."
78,,78,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in bu-zu-ta-a ša-li-iš-ni, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Buzutaya was our third man. 
79,,79,0,KIŠIB ú-zu-a KIŠIB i-dí-a-bi-im KIŠIB sú-kà-lim DUMU i-dí-sú-in ,"Seal of Uzua, seal of Iddin-abum, seal of Sukkallum son of Iddin-Suen."
80,,80,0,11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu ITU.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb," Sukkallum owes 11.5 minas of -copper to Luzi. Month Ab-šarrāni, eponymy Kūbiya. He must add interest in accordance with the rule of the colony."
81,,81,0,KIŠIB en-na-sú-in DUMU i-dí-a-bi-im KIŠIB a-šur-ta-ak-lá-ku DUMU i-ku-nim KIŠIB pí-lá-aḫ-IŠTAR DUMU a-šur-SIPA ,"Seal of Enna-Suen son of Iddin-abum, seal of Aššur-taklāku son of Ikūnum, seal of Pilah-Ištar son of Aššur-rēʾī."
82,,82,0,6.8333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er pí-lá-aḫ-IŠTAR DUMU a-šur-SIPA DAM.GÀR i-šu-ú iš-tù ḫa-mu-uš-tim ša en-na-sú-in DUMU ku-ra-ra a-na 7 ḫa-am-ša-tim KÙ.BABBAR i-ša-qal šu-ma i-na ma-lá u₄-me-šu KÙ.BABBAR lá iš-qú-ul 1.5 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ITU.1.KAM áb-ša-ra-ni li-mu-um šu-sú-in DUMU ba-bi-lim 3 GÍN KÙ.BABBAR a-na šu-IŠTAR DUMU ma-li-ki-il₅-šu áš-qúl 2.5 GÍN KÙ.BABBAR a-na a-lá-ni ša-ar-ša-ra-ni áš-qú-ul-ma a-na mu-za a-dí-in 2 GÍN KÙ.BABBAR ší-im 2 iš-ra-tim a-na a-šur-ma-lik DUMU lu-zi-na mì-ma a-nim a-šu-mì ku-da-tim ú-ša-qí-il₅," Pilah-Ištar son of Aššur-rēʾī owes 6.8333 minas of refined silver to the merchant. Reckoned from the week of Enna-Suen son of Kurara he will pay back the silver in 7 weeks. If he has not paid back at the completion of his term, he will add interest at the rate 1.5 shekel per month per mina. Month Ab-šarrāni, in the eponymy Šu-Suen son of Babilum. I paid 3 shekels of silver to Šu-Ištar son of Malik-ilišu. I paid 2.5 shekels of silver for a -measure of acorns and gave them to Muza. 2 shekels of silver, the price of 2 belts for Aššur-malik son of Luzina. All this I paid on behalf of Kudātum."
83,,83,0,KIŠIB i-ku-pí-a DUMU a-šur-ba-ni ,Seal of Ikūn-pīya son of Aššur-bāni;
84,,84,0,a-na en-um-a-šur i-dí-a-bi-im ù lá-qé-ep <gap>," to Ennam-Aššur, Iddin-abum and Lā-qēp <gap> "
85,,85,0,KIŠIB a-mur-IŠTAR ,Seal of Amur-Ištar;
86,,86,0,a-na kà-lá-mu-ur, to Kalamur.
87,,87,0,KIŠIB du-du-li GAL ma-ḫi-ri-im KIŠIB šu-pì-aḫ-šu KIŠIB lu-ḫu-du-ma-an KIŠIB šu-pì-aḫ-šu KIŠIB ba-ba-ší-ba ,"Seal of Duduli, head of the market, seal of Šuppiahšu, seal of Luhuduman, seal of Šuppiahšu, seal of Babašiba,"
88,,88,0,KIŠIB a-šur-be-el-a-wa-tim DUMU zu-ba KIŠIB i-dí-IŠTAR DUMU a-šur-ma-lik KIŠIB en-num-a-šur DUMU a-šur-UTU KIŠIB a-bu-ša-lim DUMU a-šur-be-el-a-wa-tim ,"Seal of Aššur-bēl-awātim, seal of Zuba, seal of Iddin-Ištar, son of Aššur-mālik, seal of Ennam-Aššur, son of Aššur-šamšī, seal of Abu-šalim, son of Aššur-bēl-awātim."
89,,89,0,0.3333 ma-na 8 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-bu-ša-lim DUMU a-šur-be-el-a-wa-tim en-na-sú-in i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im ša qá-té a-šur-ma-lik ú en-na-sú-in ITU.KAM ma-ḫu-ur-ì-lí li-mu-um ša qá-té a-šur-na-da DUMU PUZUR₄-a-na 8 GÍN KÙ.BABBAR a-na 3 ḫa-am-ša-tim i-ša-qal 10 GÍN KÙ.BABBAR a-na 6 ḫa-am-ša-tim i-ša-qal 10 GÍN wa-ar-kà-tám a-na 10 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim lá iš-qú-ul ki-ma a-wa-at kà-ri-im i ITU.KAM ṣí-ib-tám ú-ṣa-áb KÙ.BABBAR ik-ri-bu ša a-šur," 28 shekels of refined silver Abu-šalim, son of Aššur-bēl-awātim, owes to Ennam-Suen.From the week of the official who took over from Aššur-mālik,and Ennam-Suen, month IV, eponymy of the successor of Aššur-nādā, son of Puzur-Anna, he will pay 8 shekelswithin 3 weeks, 10 shekels within 6 weeks he will pay, and 10 shekels he will pay later, within another 10 weeks. If he does not pay when his term is over he will add interest per month in accordance with the regulation of the colony. The silver istemple fund of Aššur."
90,,90,0,KIŠIB šu-ku-bi-im DUMU qá-a-tim KIŠIB en-nam-a-šur DUMU ú-sà-ri-a KIŠIB šu-IŠTAR DUMU da-da-nim KIŠIB a-šur-lá-ma-sí ,"Seal of Šu-Kūbum, son of Qa'atum, seal of Ennam-Aššur, son of Uṣāriya, seal of Šu-Ištar, son of Dadānum, seal of Aššur-lamassī,"
91,,91,0,ša 1 me-at 5 TÚG ku-ta-nu 4 GÚ 20 ma-na AN.NA ku-nu-ki 40 ma-na AN.NA qá-tim 13 TÚG šu-ru-tum qá-dum ša li-wi-tim 6 ANŠE 4 TÚG ku-ta-ni ša kà-ṣa-ri 1 TÚG ku-ta-nu ša ì-lí-a mì-ma a-nim a-na lá-qé-pí-im ni-ip-qí-id," concerning 105 -textiles, 4 talents 20 minas of tin under seals, 40 minas of loose tin, 13 dark textiles, including those for wrapping, 6 donkeys, 4 -textiles of the transporters, 1 -textile of Iliya - all this we entrusted to Lā-qēpum."
92,,92,0,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR KIŠIB zi-ki-ki DUMU a-šur-SIPA KIŠIB a-bu-ša-lim DUMU PUZUR₄.IŠTAR ,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zikiki son of Aššur-rē'ī, seal of Abu-šalim son of Puzur-Ištar."
93,,93,0,6 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-bu-ša-lim i-ri-šum i-šu a-na bu-qú-nim i-ša-qal šu-ma lá iš-qúl 0.1666 GÍN.TA i-na ITU.KAM ú-ṣa-áb," Abu-šalim owes 6 shekels of refined silver to Irišum. He will pay at the shearing. If he has not paid, he will add 1 / 6 shekel per month."
94,,94,0,KIŠIB a-šur-e-mu-qí KIŠIB en-nam-a-šùr DUMU me-na-a KIŠIB i-dí-a-bi-im ,"Seal of Aššur-emūqī, seal of Ennam-Aššur s. of Menaya, seal of Iddin-abum."
95,,95,0,ša ḫu-bu-ul i-dí-a-bi₄-im 13.3333 ma-na KÙ.BABBAR ṣa-ru-pu-um u₄-mu-šu ma-al-ú ša a-mur-IŠTAR, Concerning Iddin-abum's debt of 13.3333 minas of refined silver. His term has expired. Concerning Amur-Ištar.
96,,96,0,KIŠIB la-qé-pì-im DUMU i-li-a KIŠIB a-mur-{d}UTU DUMU mì-šu-ra-bi KIŠIB e-zé DUMU ša-ru-ki-in KIŠIB gal-da-a ,"Seal of Lāqēpum, son of Iliya; seal of Amur-Šamaš, son of Mīšu(r)-rabi; seal of Ezē, son of Šarrum-kēn; seal of Galdaya,"
97,,97,0,ša e-lá-ma ù gal-da-a ni-kà-sí i-sí-ú-ma lu gám-ru-um ša ḫa-ra-nim lu ú-ku-ul-tù-šu ba-ti-iq 1 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er gal-da-a DUMU na-ku e-lá-ma i-šu iš-tù ḫa-mu-uš-tim ša am-ri-a ù i-ku-nim 1.5 GÍN.TA a ma-na-im ú-ṣa-áb ITU.KAM ṣí-ip-im li-mu-um a-bi₄-a DUMU šu-da-ga-an a-ḫa-ma ṭup-pu-um ḫa-ar-mu-um ša be-ú-lá-ti-šu i-ba-ší a-na a-wa-tim a-ni-a-tim ni-ìš a-lim{ki} nu-ta-mì-šu-nu," (witnessing) that Elamma and Galdaya settled accounts with the result that after both travel expenses and his food allowance have been deducted, Elamma (still) has a claim of 1 mina of refined silver on Galdaya, the son of Naku. From the week of Amriya and Ikūnum he will add 1.5 shekel per mina per month. Month VII, year-eponymy of Abiya, son of Šu-Dagan. Separately, there still exists a valid record of his working capital. We made them swear an oath by the City for these words."
98,,98,0,a-na a-lá-ḫi-im DUMU ša-lim-a-šur ,To Ali-ahum son of Šalim-Aššur; 
99,,99,0,KIŠIB zu-ku-a DUMU a-šur-i-dí,seal of Zukuwa son of Aššūr-idī.
100,,100,0,KIŠIB a-la-bi-im DUMU sú-li-a KIŠIB ki-li-a DUMU en-na-nim ,"Seal of Ali-abum son of Ṣuliya, seal of Kiliya son of Ennānum."
101,,101,0,ṭup-pu-um ša IGI GÍR ša {d}a-šùr a-na a-wa-tim a-ni-a-tim kà-ru-um dur₄-ḫu-mì-it i-dí-ni-a-tí-ma ší-bu-tí-ni ni-dí-in, Tablet from before Aššur's dagger. The Durhumit colony gave us for these proceedings and we gave our testimony.
102,,102,0,KIŠIB ša-ar-ni-ga-a-šu KIŠIB e-na-a-šur DUMU <gap> KIŠIB wa-al-ḫi-iš-na KIŠIB pé-ru-wa KIŠIB tù-wa-tù-ú-i ,"Seal of Šarnigāšu, seal of Ennam-Aššur, son of <gap>, seal of Walhišna, seal of Peruwa, seal of Tuwatuwi."
103,,103,0,<gap> šu-ma KÙ.BABBAR i-ša-<gap>, If they pay the silver <gap>
104,,104,0,KIŠIB a-šur-i-dí KIŠIB en-num-a-šur KIŠIB en-num-a-šur ,"Seal of Aššur-idī, seal of Ennam-Aššur, seal of Ennam-Aššur."
105,,105,0,ša ḫu-bu-ul en-num-a-šur 0.6666 ma-na 5 GÍN AN.NA i-ṣé-er en-um-a-šur lu-zi i-šu iš-tù ḫa-mu-uš-tim ša i-tur₄-DINGIR ú PUZUR₄-ša-du-e a-na ITU.KAM i-ša-qal šu-ma lá iš-qú-ul 3 GÍN.TA a-na 1 ma-na-im ú-ṣa-áb ITU.KAM ku-zal-li li-mu-um {d}UTU-ba-ni," Concerning Ennam-Aššur's debt. Ennam-Aššur owes 0.6666 mina 5 shekels of tin to Luzi. Reckoned from the week of Itūr-ilī and Puzur-šadu'e he must pay in one month. If he has not paid, he will add (interest) at the rate 3 shekels per mina. Month Kuzallu, eponymy Šamaš-bāni."
106,,106,0,KIŠIB a-zu-a DUMU sú-kà-lim KIŠIB en-na-ni-a DUMU i-zi-za-am-ì-lí KIŠIB en-nam-aš-šùr DUMU a-al-DU₁₀ ,"Seal of Azua, son of Sukkallum, seal of Ennāniya, son of Izzizam-ilī, seal of Ennam-Aššur, son of Āl-ṭāb,"
107,,107,0,ša 20-ma-na URUDU ša a-al-DU₁₀ DUMU a-šùr-DU₁₀ a-na a-al-DU₁₀ DUMU a-mur-a-šur ḫa-bu-lu-ni šu-ma a-al-DU₁₀ DUMU a-mur-a-šur ša-bu ša 12.1666 GÍN KÙ.BABBAR-im 1 ma-na-um 0.5 ma-na KÙ.BABBAR en-nam-a-šur DUMU a-al-DU₁₀ a-na a-al-DU₁₀ DUMU a-šùr-DU₁₀ i-ša-qal," that as for the 20 minas of copper, which Āl-ṭāb, son of Aššur-ṭāb, owes to Āl-ṭāb, son of Amur-Aššur, if Āl-ṭāb, son of Amur-Aššur, has already"
108,,108,0,KIŠIB a-ta-ta DUMU ša-lim-a-šur KIŠIB lá-qé-ep DUMU a-šur-i-dí KIŠIB en-um-A-šur ,"Seal of Atata son of Šalim-Aššur, seal of Lā-qēp son of Aššur-idī, seal of Ennam-Aššur,"
109,,109,0,wa-ar-dum ša ḫu-ra-ṣa-nim 5 GÍN KÙ.BABBAR i-ṣé-er en-um-a-šur lu-zi-i šu 1 TÚG ku-ta-nam ša 5 GÍN KÙ.BABBAR en-um-a-šur i-na ša-na-at ú-šé-lá-am šu-ma a-dí ša-na-at ku-ta-na-am lá uš-té-li-am i-ša-qal ITU.KAM té-i-na-tim li-mu-um e-lá-lí sà-an-gu₅-um," huraṣānum's slave. Ennam-Aššur owes 5 shekels of silver to Luzi. Ennam-Aššur must bring up one -textile worth 5 shekels of silver within one year. If he has not brought up a within a year, he must pay 10 shekels of silver here. Month Te'inātum, eponymy Elālī, the high priest."
110,,110,0,ša-lim-a-šùr DUMU i-sú-rik₁₃ ù a-šu-wa-an-zi DUMU ḫa-ar-ša ša dí-nam ru-ba-um ù GAL sí-ki-tim dí-nam i-dí-nu-ni-ma ṣú-ḫa-ra-am ša šál-ma-a-šùr a-na i-id i-dí-nu-ni ša-lim-a-šùr ù a-šu-wa-an i-mì-ig-ru-ma ni-iš a-na ni-iš {d}a-šùr ni-iš ru-ba-im ni-iš GAL sí-ki-tim wa-li-iš-ra ù ni-iš e-ba-ru-tim ša a-wa-tí-šu-nu ig-mu-ru-ni it-mu-ú-ma 1 ma-na KÙ.BABBAR ù 1 TÚG ku-ta-nam ša-lim-a-šur a-na a-šu-wa-an i-dí-in-ma a-šu-wa-an ù a-ḫu-šu me-er-ú ḫa-ar-ša-a a-na ša-lim-a-šùr me-er-e-šu ù me-er-e i-dí-a-bi-im a-na mì-ma šu-um-šu ù-lá i-tù-ru šu-ma i-tù-ru lá-am-nu-ut a-na a-šùr ru-ba-im ù GAL sí-ki-tim ,"Šalim-Aššur son of Issu-arik and Aššuwan(zi) son of Harša, for whom the king and the rabi sikkitim had given a verdict, stating that they should give a servant of Šalim-Aššur to the river ordeal - Šalim-Aššur and Aššuwan reached an agreement and they swore an oath by Anna, Aššur, the king, the rabi sikkitim Wališra and by the colleagues who settled their affair, so that Šalim-Aššur gave 1 min of silver and 1 kutānu-textile to Aššuwan, and Aššuwan and his brothers, sons of Harša, will not raise claim against Šalim-Aššur, his sons and Iddin-abum's sons for anything whatsoever. If they raise claim, it is an evil against Anna, Aššur, the king and the rabi sikkitim. "
111,,111,0,KIŠIB ku-ra-áš-mì-iš DUMU GAL-na-pá-ḫi-im KIŠIB bu-li-na DUMU ra-bi₄-ša-qí-im KIŠIB šé-zu-ur DUMU kà-zu-ba KIŠIB a-šu-wa-an DUMU ḫa-ar-ša KIŠIB a-zu DUMU kà-zu KIŠIB ú-ra-a KIŠIB {d}MAR.TU-ba-ni me-er-ú ma-na-na KIŠIB zu-ba DUMU IŠTAR-pá-li-il₅ KIŠIB a-de₈-lá-at DUMU {d}IM-ba-ni,"Seal of Kurašmiš son of the chief of smiths, seal of Bulina son of the chief cupbearer, seal of Šezur son of Kazuba, seal of Ašuwan son of Harša, seal of Azu son of Kazu, seal of Uraya and the seal of Amurrum-bāni, sons of Manana, seal of Zuba son of Ištar-pālil, seal of Adad-ellat son of Adad-bāni."
112,,112,0,KIŠIB lu-zi-na KIŠIB a-šur-DU₁₀ ,"Seal of Luzina, seal of Aššur-ṭāb,"
113,,113,0,ša ḫu-bu-ul a-šur-ba-ni DUMU sú-ku-ku 0.6666 ma-na KÙ.BABBAR a-na e-tí-šu i-ša-qal šu-ma lá ìš-qú-ul 1 ma-na-um 0.3333 ma-na i-lá-ak-šu-um a-na 1 ma-na KÙ.BABBAR ḫi-na-a i-šé-e-šu ITU.KAM áb-ša-ra-ni li-mu-um ip-ḫu-ru-um," of the debt of Aššur-bāni, son of Sukkuku. He will pay 0.6666 mina of silver at the agreed time. If he does not pay per mina 0.3333 mina will amount for him (and) hinnāya will sue him for 1 mina of silver. Month V, eponymy of Iphurum."
114,,114,0,KIŠIB en-nam-a-šur DUMU um-ma-sá ,"Seal of Ennam-Aššur, son of Ummassa."
115,,115,0,a-šur-DÙL DUMU a-šùr-ša-dí-li ki-ma ku-li-a DUMU a-lá-bi₄-im a-na a-šur-e-mu-qí DUMU šu-ra-ma iṣ-ba-at-ni-a-tí-ma um-ma a-šur-DÙL-ma KÙ.BABBAR-áp be-lúm-ba-ni DAM.GÀR-ri-im ša ku-li-a tal-qé lá tal-qé-e IGI a-ni-e-ma i-ki-ir ú-ul kà-i-in um-ma a-šur-e-mu-qí-ma al-qé ú al-qé-ma ú u₄-ma-am a-lá-qé-ma a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-eš TUR.GAL i-dí-na-ni IGI GÍR ša a-šur ší-bu-tí a-dí-in a-šur-lá-ma-sí DUMU i-tur₄-a-num tap-pá-i ," Aššur-ṣulūlī, son of Aššur-šād-ilī representing Kuliya, son of Ali-abum, seized us against Aššur-emūqī, son of Šu-rama, and Aššur-ṣulūlī said as follows: The silver of Bēlum-bāni, the agent of Kuliya, did you take it, yes or no? Deny or confirm before these men. Aššur-emūqī said: I took it, yes I took it and today I would (again) take it! For this affair the plenary Kanesh 'gave' me (as witness) and before Aššur's dagger I gave my testimony. Aššur-lamassī, son of Itūr-Anum, was my companion. "
116,,116,0,KIŠIB a-šùr-lá-ma-sí DUMU i-tur₄-a-num,"Seal of Aššur-lamassī, son of Itūr-Anum."
117,,117,0,KIŠIB kà-ri-im ,Seal of Kanesh.
118,,118,0,kà-ni-iš a-na ku-li-a ša-qí-il₅ da-tim ší-ip-ri-ni kà-ar kà-ar-ma a-le sú-kà-li-a DUMU a-šùr-iš-tí-kál wa-áš-bu-ni ṣa-ḫe-er GAL," To Kuliya, the-payer, our messenger, to every single, wherever Sukkaliya, son of Aššuriš-tikal is staying, small and big."
119,,119,0,KIŠIB a-mur-IŠTAR KIŠIB en-nam-a-šur DUMU me-na-a KIŠIB i-dí-a-bi₄-im ,"Seal of Amur-Ištar, seal of Ennam-Aššur son of Menaya, seal of Iddin-abum."
120,,120,0,ša ḫu-bu-ul i-dí-a-bi₄-im 20 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-mu-uš-tim ša li-ba-a a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb šu-ma lá-ma u₄-mu-šu im-lu-ú-ni ṭup-pu-šu ša na-ru-qí-šu il₅-ta-áp-tù 5 ma-na KÙ.GI šu-mì šu-{d}EN.LÍL i-lá-pá-at," Concerning the debt of Iddin-abum: Reckoned from the week of Libbaya he must pay 20 minas of refined silver within 13 weeks. If he has not paid (in time), he must pay interest at the rate 1.5 shekel per month per mina. If they have written the tablet for his joint-stock investment before the completion of his term, he shall book 5 minas of gold in Šu-Illil's name."
121,,121,0,KIŠIB ma-num DUMU kà-bi-a KIŠIB a-šur-DU₁₀ DUMU šu-IŠTAR KIŠIB a-ḫu-šu DUMU a-šur-i-dí KIŠIB šu-{d}EN.LÍL DUMU ma-nu-ki-a-šur ,"Seal of Manum, son of Kabiya, seal of Aššur-ṭāb, son of Šu-Ištar, seal of Ahušu, son of Aššur-idī, seal of Šu-Ellil, son of Mannu-kī-Aššur."
122,,122,0,5 ma-na KÙ.BABBAR li-tám dam-qám i-ṣé-er šu-{d}EN.LÍL DUMU ma-nu-ki-a-šur iš-ma-a-šur DUMU ḫi-na-a i-šu iš-tù ḫa-muš-tim ša ku-lu-ma-a ITU.KAM áb-ša-ra-ni li-mu-um sá-ma-a a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ," 5 minas of good quality ilver Šu-Elil, son of Mannu-kī-Aššur, owes to Išme-Aššur, son of hinnāya. From the week of Kulumaya, month V, year eponymy of Samaya, he will pay within <gap> weeks; if he does not pay he will add in accordance with the regulation of the colony an interest of 1.5 shekel per month per mina. "
123,,123,0,KIŠIB PUZUR₄-a-na DUMU i-dí-{d}IM KIŠIB a-mur-a-šur DUMU a-šur-be-el-a-wa-tim KIŠIB en-um-a-šur ŠEŠ-šu KIŠIB i-ku-pì-a-šur DUMU ḫi-na-a ,"Seal of Puzur-Anna, son of Iddin-Adad, seal of āmur-Aššur, son of Aššur-bēl-awātim, seal of Ennam-Aššur, his brother, seal of Ikūn-pī-Aššur, son of hinnāya."
124,,124,0,5 GÚ URUDU ma-sí-am i-ṣé-er a-mur-a-šur DUMU a-šur-be-el-a-wa-tim ù en-um-a-šur a-ḫi-šu li-ip-it-IŠTAR i-šu a-na MU.5.ŠÈ i-ša-qú-lu šu-ma lá iš-qú-lu 1.5 ma-na.TA i-na ITU.KAM-im ṣí-ib-tám ú-ṣú-bu i-ku-pì-a-šur DUMU ḫi-na-a qá-ta-tum ITU.KAM ṣí-ip-im li-mu-um bu-zu-ta-a," 5 talents of refined copper āmur-Aššur, son of Aššur-bēl-awātim, <and> Ennam-Aššur, his brother, owe to Lipit-Ištar. They will pay in 5 years; when they do not pay they will add 1.5 mina per (talent) per month as interest. Ikūn-pī-Aššur, son of hinnāya, is guarantor. Month VII, eponymy year of Buzutaya."
125,,125,0,a-na a-lá-ḫi-im DUMU šál-ma-a-šur ,To Ali-ahum son of Šalim-Aššur; 
126,,126,0,KIŠIB MAN-a-šur DUMU a-šur-dan,seal of Puzur-Aššur son of Aššur-dan.
127,,127,0,a-na a-šur-ni-im-ri ù a-lá-ḫi-im DUMU šál-ma-a-šur ,To Aššur-nimrī and Ali-ahum son of Šalim-Aššur; 
128,,128,0,KIŠIB šu-zu-zu DUMU a-šur-SIPA,Seal of Šu-Zuzu son of Aššur-rē'ī.
129,,129,0,KIŠIB a-dí-da ,Seal of Adida;
130,,130,0,a-na be-lu-ba-ni a-nu-pì-a ú a-lu-wa," to Bēlum-bāni, Anupiya and Aluwa."
131,,131,0,KIŠIB DINGIR.SIPA KIŠIB ì-lí-dan DUMU a-mur-IŠTAR ,"Seal of Ilī-rē'ī, seal of Ilī-dān, son of Amur-Ištar."
132,,132,0,10.3333 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ì-lí-dan e-la-ma i-šu KÙ.BABBAR i-na a-lim{ki} i-ša-qal, 10.3333 shekels of refined silver Ilī-dān owes to Elamma. He will pay the silver in the City.
133,,133,0,a-na a-lá-ḫi-im ú dam-qá-a ,To Ali-ahum and Damqaya; 
134,,134,0,KIŠIB ša-ta-na,seal of Šāt-Anna.
135,,135,0,KIŠIB a-mur-IŠTAR DUMU mì-šar-GAL KIŠIB la-qé-ep DUMU kà-a-tim KIŠIB i-dí-a-bi-im DUMU i-sú-rik₁₃ ,"Seal of Amur-Ištar son of Mīšar-rabi, seal of Lā-qēp son of Kayātum, seal of Iddin-abum son of Issu-arik."
136,,136,0,ša ḫu-bu-ul i-dí-a-bi-im 5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šur-{d}UTU-ši i-šu iš-tù ḫa-mu-uš-tim ša a-mur-IŠTAR a-na 23 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-lá u₄-me-šu la iš-qú-ul 1.5 GÍN.TA i ITU.KAM a-na ma-na-im ú-ṣa-áb, Concerning the debt of Iddin-abum. Iddin-abum owes 5 minas of refined silver to Aššur-šamši. Reckoned from the week of Amur-Ištar he must pay within 23 weeks. If he has not paid within his stipulated term he must pay interest at the rate 1.5 shekel per month per mina.
137,,137,0,KIŠIB da-dí-a DUMU ba-za-za KIŠIB i-di-a-bi₄-im DUMU i-dí-sú-in KIŠIB IŠTAR-il₅-šu DUMU a-zu-za-a KIŠIB a-šur-{d}UTU-ši DUMU ì-lí-tù-ra-am ,"Seal of Dadiya, son of Bazaza; seal of Iddin-abum, ; seal of Aššur-šamsī,"
138,,138,0,0.6666 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-il₅-šu DUMU a-zu-za-a a-šur-DU₁₀ DUMU e-lá-ma i-šu iš-tù ḫa-mu-uš-tim ša ḫu-ra-ṣa-nim ù a-šur-ma-lik li-mu-um a-lá-ḫu-um DUMU i-na-aḫ-DINGIR 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb," . 0.6666 mina 5 shekels of refined silver Ištar-ilšu, son of Azuzaya, owes to Aššur-ṭāb, son of Elamma. From the week of hurāṣānum and Aššur-mālik, eponymy of Alī-ahum, son of Īnah-ilī, he will add 1.5 shekel per mina as interest."" """
139,,139,0,KIŠIB sú-en-na-da DUMU e-nam-a-šùr ,Seal of Suen-nādā son of Ennam-Aššur.
140,,140,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šùr ší-bu-tí a-dí-in šu-ku-bu-um DUMU a-šur-i-dí ù i-dí-IŠTAR DUMU a-šur-na-da tap-pá-ú-a, § The Kanesh colony gave me for these proceedings and I gave my testimony before Aššur's dagger. Šu-Kūbum son of Aššur-idī and Iddin-Ištar son of Aššur-nādā were my (absent) partners.
141,,141,0,a-na en-na-nim DUMU a-bi₄-a ú a-lá-ḫi-im DUMU šál-ma-a-šùr ,To Ennānum son of Abiya and Ali-ahum son of Šalim-Aššur; 
142,,142,0,KIŠIB PUZUR₄-a-šur,seal of Puzur-Aššur.
143,,143,0,a-na pí-la-aḫ-IŠTAR DUMU a-šùr-SIPA ú a-mur-IŠTAR ni-a-im ,To Pilah-Ištar son of Aššur-rēʾī and our own Amur-Ištar; 
144,,144,0,KIŠIB en-um-a-šùr DUMU ša-lim-a-šùr,seal of Ennam-Aššur son of Šalim-Aššur.
145,,145,0,KIŠIB a-de₈-lá-at KIŠIB ir-am-{d}a-šùr DUMU i-dí-ba-ni KIŠIB pí-lá-aḫ-IŠTAR DUMU i-bi₄-sú-a ,"Seal of Adad-ellat, seal of Ir'am-Aššur, son of Idi-bāni, seal of Pilah-Ištar, son of Ibisua,"
146,,146,0,ša 12 GÍN KÙ.BABBAR a-al-DU₁₀ a-na kur-ub-sú-in ḫa-bu-lu-ma en-na-sú-in qá-ta-tù-ni 12 GÍN KÙ.BABBAR ki-ma <gap>, to the effect that Āl-ṭāb owes 12 shekels of silver to Kurub-Suen and Ennam-Suen is guarantorThe 12 shekels of silver instead of <gap>
