,oare_id,aligned_transliteration,aligned_translation,comment
93,6.0,i-na al tí-im-ni-e IGI ú-zu-a DUMU ku-ku-lá-nim ù i-na-sú-en₆ DUMU i-dí-a-bi₄-im ta-aṣ-bi₄-tí-ma um-ma a-ta-ma i-nu-mì KÙ.BABBAR ku-nu-ki ša a-ḫi-a ta-dí-na-ni ma-nu-um li-mu-um,In Al-Timniyē, in the presence of Uzua
94,7.0,um-ma a-na-ku-ma lá a-šùr-lá-ma-sí ú šu-iš-ḫa-ra li-mu-ú,I answered: Were Aššur-lamassī and Šu-Išhara no līmums?,
95,8.0,ù ma-aḫ-ri-šu-nu-ma KÙ.BABBAR ku-nu-ki ša a-ḫi-a áp-qí-da-kum,And it was in their presence that I entrusted you the silver with my brother's seals.,
96,17eabcc2-84f1-4fb0-b151-af6331cb4d17_0,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-mì-a-bi₄-a e-lá-ma i-šu,0.5 mina of refined silver Šumi-abiya owes to Elamma.,Suggested interval (6-9) was misplaced; debt statement spans from start through i-šu (token 7)
97,17eabcc2-84f1-4fb0-b151-af6331cb4d17_1,iš-tù ḫa-muš-tim ša DINGIR-na-da 1 GÍN.TA ṣí-ib-tám i ITU.1.KAM ú-ṣa-áb,From the week of Ilī-nādā he will add 1 shekel of silver as interest per month.,Interval adjusted to tokens 8-17; matches interest clause
98,17eabcc2-84f1-4fb0-b151-af6331cb4d17_2,ITU.1.KAM bé-el-tí-É.GAL-lim li-mu-um PUZUR₄-{d}MUŠ IGI {d}IM-pì-lá-aḫ IGI en-um-a-šur DUMU PUZUR₄-a-šur,Month I eponymy of Puzur-Nirah. In the presence of Adad-pilah of Ennam-Aššur son of Puzur-Aššur.,Guide translation mentions Bēlet-ekallim but high-quality translation has Month I and Puzur-Nirah; following high-quality translation
99,1c4c71a9-8eb1-4f48-a035-9705450b8968_0,a-na a-šur-DU₁₀ qí-bí-ma um-ma ku-li-a-ma,To Aššur-ṭāb thus says Kuliya:,Segment 0: words 0-4; interval (0
100,1c4c71a9-8eb1-4f48-a035-9705450b8968_1,a-na ma-lá té-er-tí-kà a-wa-tám ša a-na-aḫ-ì-lí DUMU DU₁₀-ṣí-lá-a-šur a-na-ku a-šur-ma-lik DUMU ku-ra-ra ù šu-bé-lum DUMU pu-qí-dí a-na 1 ma-na KÙ.BABBAR a-wa-sú ni-ig-mur-ma 1 ma-na KÙ.BABBAR a-šu-mì a-na-aḫ-ì-lí a-na-ku a-pu-ul,"In accordance with your instructions we, I myself, Aššur-mālik, son of Kurara, and Šū-Bēlum, son of Puqidi, have settled the affair of Anah-ilī, son of Tāb-şilli-Aššur, for 1 mina of silver and I myself guaranteed 1 mina of silver in Anah-ilī's name.",Segment 1: words 5-33; interval (5
101,1c4c71a9-8eb1-4f48-a035-9705450b8968_2,ṭup-pá-am ša ku-nu-ki-kà ša a-na 1.3333 ma-na KÙ.BABBAR a-na a-na-aḫ-ì-lí ša ṭup-pì-šu lá ta-tù-ru-ú-ni ta-dí-nam,You gave me a tablet with your seal stating that you would not come back on Anah-ilī for the 1 1/3 mina of silver of his debt-note.,Segment 2: words 34-48; interval (34
102,1c4c71a9-8eb1-4f48-a035-9705450b8968_3,šu-ma ṭup-pá-am ša ku-nu-ki-kà a-na-aḫ-ì-lí lá im-ta-aḫ-ra-ni 1 ma-na KÙ.BABBAR a-na a-lim{ki} a-na a-bu-ša-lim a-bi-kà ú-šé-ba-al-ma i-na SAG KÙ.BABBAR ṭup-pá-am ša ku-nu-ki-šu a-bu-ša-lim a-na ša ki-ma i-a-tí ú ša ki-ma a-na-aḫ-ì-lí ša a-na 1.3333 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im a-na a-na-aḫ-ì-lí lá i-tù-ru-ú i-da-an-ma,"Should Anah-ilī not receive from me the tablet with your seal, then I will send to the City, to your father Abu-šalim, 1 mina of silver and as soon as he receives that silver Abu-šalim will give to my and Anah-ilī's representatives a tablet with his seal stating that he will not come back on Anah-ilī for the 1 1/3 mina of silver recorded in his validated tablet.",Segment 3: words 49-92; interval (49
103,1c4c71a9-8eb1-4f48-a035-9705450b8968_4,ú ṭup-pá-am ša ku-nu-ki-kà ú-ta-ra-kum-ma ú na-áš-pè-er-tí a-ni tum i-mu-a-at,And then I will give you back the tablet with your seal and this letter will be cancelled.,Segment 4: words 93-102; interval (92
104,0.0,<gap> -1 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ḫi-ta-ni DUMU DINGIR-na-da ku-li-a DUMU a-lá-bi₄-im i-šu,x+1 minas of refined silver Hitani son of Ilī-nādā owes to Kuliya son of Ali-abum.,Interval (1-13) adjusted to include <gap> at position 0; break after i-šu (token 12) is correct
105,1.0,1.5 GÍN.TA a-na 1 ma-na-im,[1 1/2] shekel of silver per mina [he will add as interest......],Interval (13-17) is accurate; covers the interest clause tokens 13-17
106,1f969304-1971-4333-85cc-39a89ef6a900_0,KIŠIB ṣí-lu-uš-da-gan KIŠIB a-šùr-ba-ni DUMU i-dí-a-bi-im KIŠIB i-dí-a-bi-im DUMU a-šùr-ba-ni 20 ma-na URUDU ma-sí-am i-ṣé-er i-dí-a-bi-im DUMU a-šùr-ba-ni ma-ma-ḫi-ir i-šu,"Seal of Ṣilluš-Dagān, seal of Aššur-bāni son of Iddin-abum, seal of Iddin-abum son of Aššur-bāni. Iddin-abum son of Aššur-bāni owes 20 minas of washed copper to Man-mahir.",Interval adjusted from (18-20) to cover full seal preamble and debt statement ending at i-šu
107,1f969304-1971-4333-85cc-39a89ef6a900_1,ITU.KAM ku-zal-li li-mu-um bu-zu-ta-a a-na ša-na-at i-ša-qal,Month Kuzallu eponymy Buzutaya. He will pay within a year.,Interval adjusted from (20-38) to end at i-ša-qal (word 26) capturing the payment deadline clause
108,1f969304-1971-4333-85cc-39a89ef6a900_2,šu-ma lá iš-qú-ul a-na 10 ma-na-e 1 ma-na.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,If he has not paid he will pay interest at the rate 1 mina per 10 minas per month.,Interval adjusted from (38-39) to cover full conditional interest clause words 27-38
109,0.0,ša ki-ma i-dí-a-šùr DUMU ku-bi₄-dí ù ku-la É i-dí-a-bi₄-im a-na ḫu-bu-ul i-dí-a-bi₄-im ik-nu-ku-ma am-tám ù ÌR uš-té-ṣí-ú,"The representatives of Iddin-Aššur son of Kūbi-idī and Kula sealed Iddin-abum's house because of Iddin-abum's debt, and they brought out the maid and slave.",Segment 0.0 covers the full first sentence combining 1.0 and 2.0
110,1.0,ša ki-ma i-dí-a-šùr DUMU ku-bi₄-dí ù ku-la É i-dí-a-bi₄-im a-na ḫu-bu-ul i-dí-a-bi₄-im ik-nu-ku-ma,"The representatives of Iddin-Aššur s. Kūbi-idī and Kula sealed Iddin-abum's house because of Iddin-abum's debt,",Tokens 0-12; suggested interval (0-13) adjusted to end at ik-nu-ku-ma before am-tám
111,2.0,am-tám ù ÌR uš-té-ṣí-ú,and they brought out the maid and the slave.,Tokens 13-16; suggested interval (13-17) adjusted to include uš-té-ṣí-ú
112,3.0,i-na šál-ší-im ú-mì-im a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šur 17 ma-na KÙ.BABBAR a-na ṣí-ib-tim il₅-qé-ma a-na ḫu-bu-ul i-dí-a-bi₄-im a-na ša ki-ma i-dí-a-šùr ù ku-lá a-lá-ḫu-um DUMU i-dí-sú-en li-ba-a DUMU ú-zu-a ù šu-be-lúm DUMU šál-ma-a-šur iš-qúl-ma É-tí am-tám ù ÌR ša i-dí-a-bi₄-im a-na a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šùr ú-šé-ru,"On the third day Aššur-imitti son of Amur-ilī, Šalim-Aššur's representative, borrowed 17 minas of silver against interest and paid it to cover Iddin-abum's debt to the representatives of Iddin-Aššur and Kula: Alāhum son of Iddin-Suen, Libbaya son of Uzuwa and Šu-Bēlum son of Šalim-Aššur, and they released Iddin-abum's houses, maid and slave to Aššur-imitti son of Amur-ilī, Šalim-Aššur's representative.",Tokens 17-65; interval (17-66) adjusted to end at ú-šé-ru
113,4.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Aššur's dagger.,"Tokens 66-79; interval (66-80) adjusted; translation corrected from truncated ""The"""
114,5.0,IGI ú-ra-a IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-pì-im IGI i-tur₄-DINGIR,"Witnessed by Uraya, by Akuza, by Amur-rum-bāni, by Lā-qēpum, by Itūr-ili.",Tokens 80-89; witness list at end of document
115,0.0,6 GÍN KÙ.BABBAR ù 20 ak-li i-ṣé-er kà-ar-ší-ni ù a-li-li IŠTAR-lá-ma-sí tí-šu,Karšini and Alili owe 6 shekels of silver plus 20 loaves of bread to Ištar-lamassī.,Interval adjusted from (3-12) to (0-12) to include the numerical and debt terms from the start.
116,1.0,iš-tù ḫa-muš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù NINDA a-na ša-na-at ú-bu-lu-nim,Reckoned from the week of Aššur-imittī month Ša-sarrātim eponymy Aššur-imittī they will bring 3 shekels of silver its interest plus the bread within one year.,Interval (12-30) is accurate; covers the temporal reckoning and repayment clause.
117,2.0,IGI wa-al-dí-DINGIR IGI i-na-aḫ,Witnessed by Waldi-ilum by Inah.,Interval (30-34) is accurate; covers the witness formula.
118,27661f77-d98f-478c-a73e-3f0541ce75be_0,5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šur-{d}UTU-ši i-šu,Iddin-abum owes 5 minas of refined silver to Aššur-šamši.,Segment covers debt statement; guide interval (4-12) adjusted to start at token 1 to include the amount.
119,27661f77-d98f-478c-a73e-3f0541ce75be_1,iš-tù ḫa-mu-uš-tim ša a-mur-IŠTAR a-na 23 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Amur-Ištar he must pay in 23 weeks.,Segment covers payment term; guide interval (12-23) adjusted to begin with iš-tù.
120,27661f77-d98f-478c-a73e-3f0541ce75be_2,šu-ma i-na u₄-me-šu ma-al-ú-tim la iš-qú-ul 1.5 GÍN.TA i ITU.KAM a-na ma-na-im ú-ṣa-áb IGI a-mur-IŠTAR IGI la-qé-ep,If he has not paid before the completion of his term he must pay interest at the rate 1.5 shekel per month per mina. Witnessed by Amur-Ištar by La-qēp.,Segment covers interest clause and witnesses; no separate witness segment defined so witnesses appended here.
121,27cdbaba-9b9e-4832-945b-d13d3bf4e2ac_0.0,15.3333 GÍN 15 ŠE KÙ.BABBAR i-ṣé-er kà-ar-ší-ni a-lá-ḫu-um i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im ITU.KAM be-el-té-kál-lim li-mu-um ša qá-tí a-šur-i-mì-tí <gap> a-na e-tí-šu i-ša-qal <gap> IGI wa-al-dí-lim IGI i-na-ar,Karšini owes 15.3333 shekels 15 grains of silver to Ali-ahum. Reckoned from the week of the -official, month Bēlat-ekallim
122,27cdbaba-9b9e-4832-945b-d13d3bf4e2ac_1.0,6 GÍN KÙ.BABBAR i-ṣé-er kà-ar-ší-ni ù a-li-li <gap> IŠTAR-lá-ma-sí tí-šu iš-tù ḫa-mu-uš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um ša qá-té a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù 20 ak-li a-na ša-na-at ú-bu-lu-nim IGI wa-al-dí-lim IGI i-na-ar,Karšini and Alili owe 6 shekels of silver to Ištar-lamassī. Reckoned from the week of Aššur-imittī, month Ša-sarrātim
123,28983f24-730f-4093-9268-0cba1a8024db_0.0,lu-qú-tám ša ša-lim-a-šur ša i-na ḫa-ḫi-im É i-sú-ri-ik ù me-er-ú i-dí-a-bi-im iṣ-bu-tù-ni-ma i-na kà-ni-iš É a-šur-be-el-a-wa-tim i-pì-iq-du-ni-ma a ma-lá ṭup-pì-im ša dí-in a-lim{ki} ša kà-ku-a ub-lá-ni a-na lu-qú-tim šu-a-tí en-na-sú-in ù a-nu-li a-na ša-lim-a-šur ú-lá i-tù-ru-ú,"As to the goods belonging to Šalim-Aššur that was in hahhum in Issu-arik's house, and which Iddin-abum's sons seized and entrusted in the house of Aššur-bēl-awātim in Kanesh - in accordance with the tablet with a verdict of the City that Kakuwa brought Enna-Suen and Anuli must not raise claims to those goods against Šalim-Aššur.",Interval (0-36) matches well; main legal clause complete at i-tù-ru-ú
124,28983f24-730f-4093-9268-0cba1a8024db_1.0,IGI ku-la IGI PUZUR₄-tí-a-am-tim IGI en-um-a-šur,"Witnessed by Kula, by Puzur-Ti'amtum, by Ennam-Aššur.",Interval (36-42) covers the three witness entries; IGI repeated before each witness name
125,0.0,a-ta-ta a-na en-na-sú-in DUMU šu-a-nim iṣ-ba-at-ni-a-tí-ma um-ma a-ta-ta-ma,Atata seized us against Ennam-Suen, son of Šu-Anum and Atata said:
126,1.0,a-ma 3 li-me URUDU ru-ba-um wa-aḫ-šu-ša-na-i-um a-na ga-ma-ar-tim,"Look here, 3000 (minas of) copper the ruler of Wahšušana has promised to pay to you as a final settlement.",Interval adjusted to end at ga-ma-ar-tim (token 15)
127,2.0,e-pu-ul-kà KÙ.BABBAR ší-im-šu a-na a-lim{ki} tù-ša-ak-ša-dam,You would see to it that the silver paid for it would reach me in the City.,Covers the promise about silver reaching the City
128,3.0,me-na-lam a-ta ta-kà-al ší-im-tám a-na-ku a-lá-qé,You would enjoy the profit on it and I would obtain the capital sum.,Covers profit and capital sum clause
129,4.0,um-ma en-na-sú-in-ma KÙ.BABBAR ší-im URUDU a-na a-lim{ki} ù-ša-ak-ša-da-ku-ma ší-ma-am a-ša-a-ma né-ma-lam a-na-ku a-kà-al,Ennam-Suen answered: I would see to it that the silver paid for the copper reaches you in the City and I would make purchases (with it) and the profit (on it) I would enjoy.,Ennam-Suen's full response
130,5.0,IGI na-áb-sú-in DUMU pì-lá-aḫ-IŠTAR IGI ma-lik-e-nam DUB.SAR,"In the presence of Nab-Suen, son of Pilah-Ištar, of Malik-ennam, the scribe.",Witness list at end of document
131,29eb892b-4b02-479a-99e6-b0751948cdaf_0.0,a-na a-lá-ḫi-im ú zu-ku-a um-ma PUZUR₄-a-šur-ma,To Ali-ahum and Zukuwa from Puzur-Aššur:,Opening address formula; interval (0-39) correctly captures the salutation
132,2ab54625-1599-4175-ae15-6cdd90b0d960_0,<gap> a-lim <gap> be-lá-nim <gap> KIŠIB a-ta-ta <gap> GÍN KÙ.BABBAR SAḪAR.BA,[broken] ...... -ālim ..... [B]ēlānum ..... [sea]l of Atata .... [shekels of 'dust silver'],Segment 0 extended to token 11 to include GÍN KÙ.BABBAR SAḪAR.BA per guide
133,2ab54625-1599-4175-ae15-6cdd90b0d960_1,i-ṣé-er DUMU a-šur-{d}UTU-ši DAM.GÀR i-šu,son of Aššur-šamšī owes to the creditor,Segment 1 covers the debt statement
134,2ab54625-1599-4175-ae15-6cdd90b0d960_2,iš-tù ITU.KAM ḫu-bur a-na ITU-<gap>-KAM i-ša-qal,From month VI he will pay in [x months],Segment 2 covers the payment period
135,2ab54625-1599-4175-ae15-6cdd90b0d960_3,šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,If he does not pay he will add interest in accordance with the rule of the kārum,Segment 3 covers the penalty clause
136,2ab54625-1599-4175-ae15-6cdd90b0d960_4,wa-bi-il₅ ṭup-pí-im šu-ut DAM.GÀR,The bearer of the tablet is the creditor,Segment 4 covers the tablet bearer clause
137,2ab54625-1599-4175-ae15-6cdd90b0d960_5,li-mu-um a-šùr-mì-ti DUMU i-dí-IŠTAR,Eponymy of Aššur-imittī son of Iddin-Ištar,Segment 5 covers the eponym witness
138,2ab54625-1599-4175-ae15-6cdd90b0d960_6,KIŠIB en-um-a-šùr DUMU a-ba-<gap> KIŠIB <gap> DUMU a-mur-IŠTAR KIŠIB a-bi-a-a DUMU ú-zu-a,Seal of Ennum-Aššur son of Aba...... [seal of ........] son of Amur-Ištar seal of Abiaya [son of Uzua],Segment 6 covers the seal witnesses
139,2ab54625-1599-4175-ae15-6cdd90b0d960_7,0.3333 ma-na 5 GÍN KÙ.BABBAR SAḪAR.BA be-ú-lá-at ku-li-ia DUMU a-lá-bi₄-im a-bi-a-a DUMU ú-zu-a ú-kà-al iš-tí KÙ.BABBAR uk-ta-al,[1/3] mina 5 shekels of 'dust silver' the capital of Kuliya son of Ali-abum [Abiaya son of Uzua] has in possession he is held by the silver,Segment 7 covers the second debt clause
140,2ab54625-1599-4175-ae15-6cdd90b0d960_8,šu-ma a-e-ma ú-da-pì-ir-ma ag-ra-am ú-ga-ar-ma ig-re ag-ri-im ú-ma-lá <gap>,If he goes away somewhere else I will hire [a hireling and he will compensate the wages of the hireling],Segment 8 covers the final penalty clause
141,2eb4b26f-06be-43ee-8452-e53aae5368a8_0.0,KIŠIB ni-mar-IŠTAR DUMU PUZUR₄-a-šùr KIŠIB en-nam-a-šùr DUMU kà-ri-a a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni,Sealed by Nimar-Ištar son of Puzur-Aššur by Ennam-Aššur son of Karriya; Aššur-nādā son of Šu-Illil is our (absent) partner.,Suggested interval (0-24) was too broad; segment ends at token 11 (tap-pá-i-ni) matching the guide translation break
142,2eb4b26f-06be-43ee-8452-e53aae5368a8_0.1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,Remainder of the text aligned to the second part of the translation
143,0.0,iš-tù ḫa-mu-uš-tim ša ú-ra-a ù kur-ub-IŠTAR a-na ša-na-at i-ša-qal,he will pay within 1 year reckoned from the week of Uraya and Kurub-Ištar.,Suggested interval adjusted; tokens 11-19 match the guide translation for payment within one year from the ḫamuštum.
144,1.0,šu-ma i-na ma-lá u₄-me-šu lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,If he has not paid at the completion of his term he will add interest in accordance with the rule of the colony.,Suggested interval adjusted; tokens 20-30 match the conditional penalty clause.
145,2.0,ITU.KAM ša ke-na-tim,Month Ša-kēnātim.,Tokens 31-33; month name clause.
146,3.0,li-mu-um a-al-DU₁₀ DUMU sà-sà-tim IGI PUZUR₄.IŠTAR DUMU a-šur-ma-lik IGI en-nam-a-šur DUMU ú-ta-a,eponymy Ali-ṭāb son of Sassātum. Witnessed by Puzur-Ištar son of Aššur-malik by Ennam-Aššur son of Utaya.,Tokens 34-45; eponym and witness list.
147,4.0,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-ma-bi₄-a en-um-a-šur i-šu iš-tí KÙ.BABBAR a-nim uk-ta-al,Šum-abiya owes 0.5 mina of refined silver to Ennam-Aššur; he is being held in service with this silver.,Tokens 46-57; debt clause for Šum-abiya.
148,5.0,IGI a-ta-dí-a DUMU en-na-nim IGI a-šur-ni-šu DUMU a-mu-ra-a <gap> 5 GÍN KÙ.BABBAR ṣa-ru-pu-um KI šu-ma-bi₄-a iš-tù a-lim{ki} i-na e-lá-i-šu i-ša-qal,Witnessed by Atadiya son of Ennānum by Aššur-nīšu son of Amuraya. Šum-abiya owes <gap> 5 shekels of refined silver; he will pay when he comes up from the City.,Tokens 58-77; witness list followed by next debt clause. Suggested interval 81-101 was misplaced; corrected to encompass witnesses and subsequent debt statement.
149,6.0,šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-ab,If he has not paid he will add interest in accordance with the rule of the colony.,Tokens 78-85; conditional penalty clause.
150,7.0,ITU.KAM be-el-tí-É.GAL-lim li-mu-um ša qá-tí DINGIR-šu-ra-bi₄,Month Bēlat-ekallim eponymy after Ilšu-rabi.,Tokens 86-91; month and eponym.
151,8.0,IGI a-ta-dí-a IGI a-na-lí,Witnessed by Atadiya by Annali.,Tokens 92-95; witness list. Suggested interval 115-112 was inverted/erroneous; corrected to tokens 92-95.
152,2f4a7da0-252a-44bc-86d5-72e5acaa232d_0.0,um-ma i-dí-sú-in a-na ku-li-a qí-bi₄-ma,Thus Iddin-Suen to Kuliya:,Interval adjusted from (0-6) to (0-5); token 5 is '1' which belongs to the next segment
153,2f4a7da0-252a-44bc-86d5-72e5acaa232d_1.0,1 ma-na Ì.GIŠ ša tù-ùḫ-pí-a ú 5 ma-na URUDU ša ša-du-i-šu i pá-ni-kà lá té-zi-ba-am,The one mina of oil of Tuhpiya and the 5 minas of copper of local origin you must not leave behind for me when you leave!,Interval adjusted to start at token 5 ('1') rather than 6; ends at 20 as suggested
154,2f4a7da0-252a-44bc-86d5-72e5acaa232d_2.0,a-ḫi a-ta i-ḫi-id Ì.GIŠ ú URUDU lá té-zi-ba-am,Please my brother take care not to leave the oil and the copper behind for me!,Interval (20-28) correct; covers all remaining tokens
155,2fadf172-9737-4b63-ba21-6248bc896588_0,20 ma-na KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er i-dí-a-bi₄-im šu-{d}EN.LÍL i-šu,Iddin-abum owes 20 minas of refined silver to Šu-Illil.,Segment ends at i-šu; suggested interval start (4) was off by a few tokens — full clause begins at token 0
156,2fadf172-9737-4b63-ba21-6248bc896588_1,iš-tù ḫa-mu-uš-tim ša kà-ší-im <gap> a-na 13 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of the kaššum he must pay within 13 weeks.,Suggested interval (13-25) adjusted; segment runs from iš-tù through i-ša-qal
157,2fadf172-9737-4b63-ba21-6248bc896588_2,šu-ma i-na ma-la u₄-me-šu lá eš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb IGI PUZUR₄-a-šùr IGI a-šùr-i-mì-tí IGI šu-a-nim IGI a-šùr-be-el-a-wa-tim,If he has not paid at the completion of his term he must pay interest at the rate 1 1/2 shekel per month per mina. Witnessed by Puzur-Aššur by Aššur-imitti by Šu-Anum by Aššur-bēl-awātim.,Witness list included in final segment as no separate segment was proposed for it
158,2fae4254-c181-4378-a0a5-359c85c791a5_0.0,ša 14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-mur-IŠTAR i-šu-ú,Concerning 14 minas of refined silver that Iddin-abum owes to Amur-Ištar.,Segment begins at token 6 (ša); the seals section (tokens 0-5) precedes this segment
159,2fae4254-c181-4378-a0a5-359c85c791a5_1.0,iš-tù ḫa-mu-uš-tim ša da-la-áš ù du-ùḫ-ni-iš a-na 43 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Dalaš and Duhniš he must pay within 43 weeks.,Interval matches guide translation well; tokens 15-24
