,id,source_id,row_index,segment_idx,akk,eng,transliteration,translation
40,40,,44,0,1 GÚ AN.NA ku-nu-ki ša a-lim{ki} i-ṣé-er a-šur-DU₁₀ a-ḫu-qar i-šu i-tù-a-ar DINGIR-šu-GAL ṣú-ḫa-ri-im ša a-šur-DU₁₀ iš-tù a-lim{ki} i-na ri-i-iš AN.NA 5 GÚ URUDU SIG₅ ma-sí-am ša-bu-ra-am a-na a-šur-DU₁₀ a-ḫu-qar i-ša-qal 1 GÚ AN.NA-ak-šu a-ḫu-qar i-lá-qé," 1 talent of tin with seals of the city, Aššur-ṭāb owes to Ahu-waqar.When Ilšu-rabi, the servant of Aššur-ṭab, returns fromthe city, immediately when (he receives) the tin, 5 talents of refined copper of good quality, in pieces, Ahu-waqar will pay to Aššur-ṭāb (and) Ahu-waqar will get his 1 talent of tin.",1 GÚ AN.NA ku-nu-ki ša a-lim{ki} i-ṣé-er a-šur-DU₁₀ a-ḫu-qar i-šu i-tù-a-ar DINGIR-šu-GAL ṣú-ḫa-ri-im ša a-šur-DU₁₀ iš-tù a-lim{ki} i-na ri-i-iš AN.NA 5 GÚ URUDU SIG₅ ma-sí-am ša-bu-ra-am a-na a-šur-DU₁₀ a-ḫu-qar i-ša-qal 1 GÚ AN.NA-ak-šu a-ḫu-qar i-lá-qé," 1 talent of tin with seals of the city, Aššur-ṭāb owes to Ahu-waqar.When Ilšu-rabi, the servant of Aššur-ṭab, returns fromthe city, immediately when (he receives) the tin, 5 talents of refined copper of good quality, in pieces, Ahu-waqar will pay to Aššur-ṭāb (and) Ahu-waqar will get his 1 talent of tin."
41,41,,45,0,a-na lu-zi-na DUMU a-šùr-ba-ni a-dí-da DUMU wa-ar-dí-i-li-šu ù a-lá-ḫi-im DUMU šál-ma-a-šùr ,"To Luzina son of Aššur-bāni, Adida son of Warad-ilišu and Ali-ahum son of Šalim-Aššur; ",a-na lu-zi-na DUMU a-šùr-ba-ni a-dí-da DUMU wa-ar-dí-i-li-šu ù a-lá-ḫi-im DUMU šál-ma-a-šùr ,"To Luzina son of Aššur-bāni, Adida son of Warad-ilišu and Ali-ahum son of Šalim-Aššur; "
42,42,,46,0,KIŠIB en-na-sú-in DUMU i-dí-a-bi-im,seal of Enna-Suen son of Iddin-abum.,KIŠIB en-na-sú-in DUMU i-dí-a-bi-im,seal of Enna-Suen son of Iddin-abum.
43,43,,47,0,KIŠIB a-šur-{d}UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im ,"Seal of Aššur-šamšī, son of Šu-Ištar, seal of Aššur-lamassī, seal of Dān-Aššur, son of Kususārum.",KIŠIB a-šur-{d}UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im ,"Seal of Aššur-šamšī, son of Šu-Ištar, seal of Aššur-lamassī, seal of Dān-Aššur, son of Kususārum."
44,44,,48,0,<gap> ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb," <gap> mina of refined silver Aššur-lamassī owes to Lamassutum. From the week of Kurub-Ištar and Iliš-tikal he will pay in 4 months. If he does not pay, he will add interest in accordance with the regulation of the colony.",<gap> ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb," <gap> mina of refined silver Aššur-lamassī owes to Lamassutum. From the week of Kurub-Ištar and Iliš-tikal he will pay in 4 months. If he does not pay, he will add interest in accordance with the regulation of the colony."
45,45,,49,0,KIŠIB bé-lí-a DUMU DINGIR-kur-ub KIŠIB ša-lim-a-šur DUMU {d}IM.SIG₅ KIŠIB a-lá-ḫi-im DUMU šu-ku-bi-im KIŠIB DU₁₀-pí-a-šùr DUMU a-lá-ḫi-im KIŠIB {d}UTU-a-bi DUMU sú-sà-nim ,"Seal of Bēliya son of Ilī-kurub, seal of Šalim-Aššur son of Adad-damiq, seal of Ali-ahum son of Šu-Kūbum, seal of Ṭāb-pī-Aššur son of Ali-ahum, seal of Šamaš-abī son of Sūsānum.",KIŠIB bé-lí-a DUMU DINGIR-kur-ub KIŠIB ša-lim-a-šur DUMU {d}IM.SIG₅ KIŠIB a-lá-ḫi-im DUMU šu-ku-bi-im KIŠIB DU₁₀-pí-a-šùr DUMU a-lá-ḫi-im KIŠIB {d}UTU-a-bi DUMU sú-sà-nim ,"Seal of Bēliya son of Ilī-kurub, seal of Šalim-Aššur son of Adad-damiq, seal of Ali-ahum son of Šu-Kūbum, seal of Ṭāb-pī-Aššur son of Ali-ahum, seal of Šamaš-abī son of Sūsānum."
46,46,,50,0,2 GÚ URUDU ma-sí-am ša DU₁₀-pí-a-šùr ki-ma {d}UTU-a-bi a-na lu-zi i-dí-nu-ma ṭup-pá-am ša lu-zi DU₁₀-pí-a-šur iḫ-ri-mu um-ma DU₁₀-pí-a-šùr-ma šu-ma URUDU i-na kà-ni-iš{ki} {d}UTU-a-bi ša ki-ma ku-a-tí il₅-qé-ú a-na 1 GÚ URUDU ma-sí-im ša tal-qé-ú 2 ma-na KÙ.BABBAR ta-ša-qal DU₁₀-pí-a-šur ù {d}UTU-a-bi ša-bu-ú ṭup-pu-um ša 2 ma-na KÙ.BABBAR ša ta-ar-ki-is-tí lu-zi ša e-li-a-ni sà-ar," As to the 2 talents of washed copper that Ṭāb-pī-Aššur gave to Luzi on behalf of Šamaš-abī, and for which Ṭāb-pī-Aššur certified a tablet for Luzi: Ṭāb-pī-Aššur said: If your representatives have received the copper in Kanesh (from) Šamaš-abī, you must pay 2 minas of silver for every talent of washed copper."" Ṭāb-pī-Aššur and Šamaš-abī have been satisfied. Any tablet concerning 2 minas of silver from the contract of Luzi that may appear will be invalid.""",2 GÚ URUDU ma-sí-am ša DU₁₀-pí-a-šùr ki-ma {d}UTU-a-bi a-na lu-zi i-dí-nu-ma ṭup-pá-am ša lu-zi DU₁₀-pí-a-šur iḫ-ri-mu um-ma DU₁₀-pí-a-šùr-ma šu-ma URUDU i-na kà-ni-iš{ki} {d}UTU-a-bi ša ki-ma ku-a-tí il₅-qé-ú a-na 1 GÚ URUDU ma-sí-im ša tal-qé-ú 2 ma-na KÙ.BABBAR ta-ša-qal DU₁₀-pí-a-šur ù {d}UTU-a-bi ša-bu-ú ṭup-pu-um ša 2 ma-na KÙ.BABBAR ša ta-ar-ki-is-tí lu-zi ša e-li-a-ni sà-ar," As to the 2 talents of washed copper that Ṭāb-pī-Aššur gave to Luzi on behalf of Šamaš-abī, and for which Ṭāb-pī-Aššur certified a tablet for Luzi: Ṭāb-pī-Aššur said: If your representatives have received the copper in Kanesh (from) Šamaš-abī, you must pay 2 minas of silver for every talent of washed copper."" Ṭāb-pī-Aššur and Šamaš-abī have been satisfied. Any tablet concerning 2 minas of silver from the contract of Luzi that may appear will be invalid."""
47,47,,51,0,KIŠIB a-mur-{d}UTU DUMU mì-šar-GAL KIŠIB la-qé-pí-im DUMU {d}AB-ba-ni KIŠIB e-la-ma DUMU i-dí-sú-in ,"Seal of Amur-Šamaš, son of Mīšar-rabi, seal of Lā-qēpum, son of Ellil-bāni, seal of Elamma, son of Iddin-Suen,",KIŠIB a-mur-{d}UTU DUMU mì-šar-GAL KIŠIB la-qé-pí-im DUMU {d}AB-ba-ni KIŠIB e-la-ma DUMU i-dí-sú-in ,"Seal of Amur-Šamaš, son of Mīšar-rabi, seal of Lā-qēpum, son of Ellil-bāni, seal of Elamma, son of Iddin-Suen,"
48,48,,52,0,ša ḫu-bu-ul e-la-ma DUMU i-dí-sú-in 0.5 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er e-la-ma im-dí-lúm i-šu ITU.KAM kán-wár-ta li-mu-um i-dí-a-šùr DUMU ku-bi-dí um-ma e-la-ma-ma 1 ma-na 6 GÍN KÙ.BABBAR-áp-kà a-mur-IŠTAR il₅-qé e-la-ma a-na im-dí-lim a-mur-IŠTAR ú-kà-an-ma šu-ma i li-bi a-mur-IŠTAR lá uk-ta-in KÙ.BABBAR ù ṣí-ba-sú e-la-ma a-na im-dí-lim i-ša-qal," about the debt of Elamma son of Iddin-Suen. 1 mina 6 shekels of refined silver Elamma owes to Imdī-ilum. Month IX, epoynmy of Iddin-Aššur, son of Kubīdi. Elamma said: 'Your 1 mina 6 shekels of silver Amur-Ištar has collected'. Elamma shall confirm Amur-Ištar (as having it) to Imdī-ilum and if he does not confirm that Amur-Ištar has it, Elamma will pay the silver and its interest to Imdī-ilum.",ša ḫu-bu-ul e-la-ma DUMU i-dí-sú-in 0.5 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er e-la-ma im-dí-lúm i-šu ITU.KAM kán-wár-ta li-mu-um i-dí-a-šùr DUMU ku-bi-dí um-ma e-la-ma-ma 1 ma-na 6 GÍN KÙ.BABBAR-áp-kà a-mur-IŠTAR il₅-qé e-la-ma a-na im-dí-lim a-mur-IŠTAR ú-kà-an-ma šu-ma i li-bi a-mur-IŠTAR lá uk-ta-in KÙ.BABBAR ù ṣí-ba-sú e-la-ma a-na im-dí-lim i-ša-qal," about the debt of Elamma son of Iddin-Suen. 1 mina 6 shekels of refined silver Elamma owes to Imdī-ilum. Month IX, epoynmy of Iddin-Aššur, son of Kubīdi. Elamma said: 'Your 1 mina 6 shekels of silver Amur-Ištar has collected'. Elamma shall confirm Amur-Ištar (as having it) to Imdī-ilum and if he does not confirm that Amur-Ištar has it, Elamma will pay the silver and its interest to Imdī-ilum."
49,49,,53,0,KIŠIB šu-ku-bi₄-im DUMU qá-a-tim KIŠIB a-lá-ḫi-im DUMU a-šur-ma-lik KIŠIB ku-na-a DUMU ma-na-na ,"Seal of Šu-Kūbum, son of Qa'atum, seal of Ali-ahum, son of Aššur-mālik, seal of Kunnāya, son of Manana.",KIŠIB šu-ku-bi₄-im DUMU qá-a-tim KIŠIB a-lá-ḫi-im DUMU a-šur-ma-lik KIŠIB ku-na-a DUMU ma-na-na ,"Seal of Šu-Kūbum, son of Qa'atum, seal of Ali-ahum, son of Aššur-mālik, seal of Kunnāya, son of Manana."
50,50,,55,0,KIŠIB MAN-a-šur ,Seal of Puzur-Aššur;,KIŠIB MAN-a-šur ,Seal of Puzur-Aššur;
51,51,,56,0,a-na a-nu-<gap>-an, to Anu<gap>,a-na a-nu-<gap>-an, to Anu<gap>
52,52,,57,0,KIŠIB a-lu-lá-a DUMU a-li-a KIŠIB a-šur-pì-lá-aḫ DUMU šu-a-nim ,"Seal of Alulāya, son of Aliya, seal of Aššur-pilah, son of Šu-Anum.",KIŠIB a-lu-lá-a DUMU a-li-a KIŠIB a-šur-pì-lá-aḫ DUMU šu-a-nim ,"Seal of Alulāya, son of Aliya, seal of Aššur-pilah, son of Šu-Anum."
53,53,,58,0,a-mur-IŠTAR ú en-um-a-šur iṣ-bu-tù-ni-a-tí-ma dí-šu-nu ni-dí-ma i-ta-ma a-mur-IŠTAR i-na šu-ga-ri-e ša a-šur ṭup-pá-am en-um-a-šur ša be-ú-lá-at a-bi₄-šu IGI be-lá-nim ú ma-ṣí-ì-lí DUMU bu-zu-zi-im lá ú-kà-li-mu-ma i-ta-ma-ma ú en-um-a-šur ṭup-pá-am ša ku-nu-ki-šu en-um-a-šur a-na a-mur-IŠTAR i-dá-an ša ki-ma a-na be-ú-lá-at a-šur-i-mì-tí me-er-at e-lá-ma ú me-er-ú e-lá-ma a-na a-mur-IŠTAR lá i-tù-ru-ni ITU.1.KAM be-el-té-É.GAL-lim li-mu-um ša qá-té en-na-ma-nim a-wi-lu a-ni-ú-tum da-a-a-nu," Amur-Ištar and Ennam-Aššur seized us and we passed for them the following verdict: Amur-Ištar will swear by the -emblem of Aššur that Ennam-Aššur did not show him the contract of the working capital of his father in the presence of Bēlānum and Maṣi-ilī, son of Buzuzum, and then, when he swears, Ennam-Aššur will give Amur-Ištar a tablet with his seal stating that the daughter of Elamma and the sons of Elamma will not raise claims against Amur-Ištar. Month I, eponymy of the successor of Ennamānum. The above mentioned men were judges.",a-mur-IŠTAR ú en-um-a-šur iṣ-bu-tù-ni-a-tí-ma dí-šu-nu ni-dí-ma i-ta-ma a-mur-IŠTAR i-na šu-ga-ri-e ša a-šur ṭup-pá-am en-um-a-šur ša be-ú-lá-at a-bi₄-šu IGI be-lá-nim ú ma-ṣí-ì-lí DUMU bu-zu-zi-im lá ú-kà-li-mu-ma i-ta-ma-ma ú en-um-a-šur ṭup-pá-am ša ku-nu-ki-šu en-um-a-šur a-na a-mur-IŠTAR i-dá-an ša ki-ma a-na be-ú-lá-at a-šur-i-mì-tí me-er-at e-lá-ma ú me-er-ú e-lá-ma a-na a-mur-IŠTAR lá i-tù-ru-ni ITU.1.KAM be-el-té-É.GAL-lim li-mu-um ša qá-té en-na-ma-nim a-wi-lu a-ni-ú-tum da-a-a-nu," Amur-Ištar and Ennam-Aššur seized us and we passed for them the following verdict: Amur-Ištar will swear by the -emblem of Aššur that Ennam-Aššur did not show him the contract of the working capital of his father in the presence of Bēlānum and Maṣi-ilī, son of Buzuzum, and then, when he swears, Ennam-Aššur will give Amur-Ištar a tablet with his seal stating that the daughter of Elamma and the sons of Elamma will not raise claims against Amur-Ištar. Month I, eponymy of the successor of Ennamānum. The above mentioned men were judges."
54,54,,59,0,a-na ku-da-tim ,To Kudātum; ,a-na ku-da-tim ,To Kudātum; 
55,55,,60,0,KIŠIB na-áb-sú-in ù en-um-a-šùr,seal of Nāb-Suen and Ennam-Aššur.,KIŠIB na-áb-sú-in ù en-um-a-šùr,seal of Nāb-Suen and Ennam-Aššur.
56,56,,61,0,KIŠIB a-na-na ,Seal of Abela;,KIŠIB a-na-na ,Seal of Abela;
57,57,,62,0,a-na ili₅-ba-ni ú ki-li-il₅-zu-um, to Ilī-bāni and Kililsum.,a-na ili₅-ba-ni ú ki-li-il₅-zu-um, to Ilī-bāni and Kililsum.
58,58,,63,0,KIŠIB a-šùr-i-mì-tí KIŠIB šu-a-nim KIŠIB i-dí-a-bi-im ,"Seal of Aššur-imittī, seal of Šu-Anum, seal of Iddin-abum.",KIŠIB a-šùr-i-mì-tí KIŠIB šu-a-nim KIŠIB i-dí-a-bi-im ,"Seal of Aššur-imittī, seal of Šu-Anum, seal of Iddin-abum."
59,59,,64,0,ša 14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-mur-IŠTAR i-šu-ú iš-tù ḫa-mu-uš-tim ša da-la-áš ù du-ùḫ-ni-iš a-na 43 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qúl 1.5 GÍN.TA i ITU.1.KAM a-1 ma-na-im ú-ṣa-áb i-na KÙ a-nim 5 0.6666 ma-na 5 GÍN ša a-šùr-e-mu-qí i-šé-ra-tim wa-ar-ki-a-tim i-ma-ar, Concerning 14 minas of refined silver that Iddin-abum owes to Amur-Ištar. Reckoned from the week of Dalaš and Duhniš he must pay within 43 weeks. If he has not paid within the stipulated term he must pay interest at the rate 1.5 shekel per month per mina. Of this silver 5.6666 minas 5 shekels belong to Aššur-emūqi. He will await the coming . ,ša 14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-mur-IŠTAR i-šu-ú iš-tù ḫa-mu-uš-tim ša da-la-áš ù du-ùḫ-ni-iš a-na 43 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qúl 1.5 GÍN.TA i ITU.1.KAM a-1 ma-na-im ú-ṣa-áb i-na KÙ a-nim 5 0.6666 ma-na 5 GÍN ša a-šùr-e-mu-qí i-šé-ra-tim wa-ar-ki-a-tim i-ma-ar, Concerning 14 minas of refined silver that Iddin-abum owes to Amur-Ištar. Reckoned from the week of Dalaš and Duhniš he must pay within 43 weeks. If he has not paid within the stipulated term he must pay interest at the rate 1.5 shekel per month per mina. Of this silver 5.6666 minas 5 shekels belong to Aššur-emūqi. He will await the coming . 
60,60,,65,0,KIŠIB du-šu-ba KIŠIB šu-ni-il₅-ga KIŠIB ší-li-ú-ma-an KIŠIB tal-ḫa-ma KIŠIB šar-bu-nu-a KIŠIB kà-áš-ší KIŠIB ga-dí-na ,"Seal of Dušuba, seal of Šunilga, seal of Šiliuman, seal of Talhama, seal of Šarbunuwa, seal of Kašši, seal of Gadina.",KIŠIB du-šu-ba KIŠIB šu-ni-il₅-ga KIŠIB ší-li-ú-ma-an KIŠIB tal-ḫa-ma KIŠIB šar-bu-nu-a KIŠIB kà-áš-ší KIŠIB ga-dí-na ,"Seal of Dušuba, seal of Šunilga, seal of Šiliuman, seal of Talhama, seal of Šarbunuwa, seal of Kašši, seal of Gadina."
61,61,,67,0,KIŠIB a-šùr-e-mu-qí KIŠIB en-nam-a-šur KIŠIB i-dí-a-bi-im ,"Seal of Aššur-emūqi, seal of Ennam-Aššur, seal of Iddin-abum.",KIŠIB a-šùr-e-mu-qí KIŠIB en-nam-a-šur KIŠIB i-dí-a-bi-im ,"Seal of Aššur-emūqi, seal of Ennam-Aššur, seal of Iddin-abum."
62,62,,68,0,ša ḫu-bu-ul i-dí-a-bi-im <gap> KÙ.BABBAR ṣa-ru-pá-am a-na a-lá-ak šu-{d}EN.LÍL i-ša-qal šu-ma lá iš-qú-ul a-na ma-na-im 1.5 GÍN.TA i-na ITU.KAM ú-ṣa-áb ša a-šùr-ma-lik <gap>," Concerning Iddin-abum's debt. <gap> he will pay refined silver before Šu-Illil arrives. If he has not paid, he will pay interest at the rate 1.5 shekel per mina per month. Concerning Aššur-malik.",ša ḫu-bu-ul i-dí-a-bi-im <gap> KÙ.BABBAR ṣa-ru-pá-am a-na a-lá-ak šu-{d}EN.LÍL i-ša-qal šu-ma lá iš-qú-ul a-na ma-na-im 1.5 GÍN.TA i-na ITU.KAM ú-ṣa-áb ša a-šùr-ma-lik <gap>," Concerning Iddin-abum's debt. <gap> he will pay refined silver before Šu-Illil arrives. If he has not paid, he will pay interest at the rate 1.5 shekel per mina per month. Concerning Aššur-malik."
63,63,,69,0,KIŠIB šu-mì-a-bi₄-a DUMU a-ba-ra-a KIŠIB en-na-nim DUMU šu-ḫu-bur KIŠIB PUZUR₄.IŠTAR DUMU a-šùr-ták-lá-ku ,"Seal of Šumi-abia, son of Abaraya, seal of Ennānum, son of Šu-hubur, seal of Puzur-Ištar, son of Aššur-taklāku.",KIŠIB šu-mì-a-bi₄-a DUMU a-ba-ra-a KIŠIB en-na-nim DUMU šu-ḫu-bur KIŠIB PUZUR₄.IŠTAR DUMU a-šùr-ták-lá-ku ,"Seal of Šumi-abia, son of Abaraya, seal of Ennānum, son of Šu-hubur, seal of Puzur-Ištar, son of Aššur-taklāku."
64,64,,70,0,3 <gap> KÙ.BABBAR ṣa-ru-pá-am a-na PUZUR₄.IŠTAR a šu-mì ir-ma-a-šùr a-šùr-DU₁₀ iš-qú-ul a-na mì-ma šu-um-šu PUZUR₄.IŠTAR a-na ir-ma-a-šùr lá i-tù-ar iš-tù ḫa-muš-tim ša kur-ub-IŠTAR ITU.KAM ša sá-ra-tim li-mu-um ša qá-tí en-na-sú-en₆," 3.6666? shekels of refined silver Aššur-ṭāb paid to Puzur-Ištar in the name of Ir'am-Aššur. Puzur-Ištar will not come back for anything, whatsoever, on Ir'am-Aššūr. From the week of Kurub-Ištar, month III of the eponymy of the successor of Ennam-Suen",3 <gap> KÙ.BABBAR ṣa-ru-pá-am a-na PUZUR₄.IŠTAR a šu-mì ir-ma-a-šùr a-šùr-DU₁₀ iš-qú-ul a-na mì-ma šu-um-šu PUZUR₄.IŠTAR a-na ir-ma-a-šùr lá i-tù-ar iš-tù ḫa-muš-tim ša kur-ub-IŠTAR ITU.KAM ša sá-ra-tim li-mu-um ša qá-tí en-na-sú-en₆," 3.6666? shekels of refined silver Aššur-ṭāb paid to Puzur-Ištar in the name of Ir'am-Aššur. Puzur-Ištar will not come back for anything, whatsoever, on Ir'am-Aššūr. From the week of Kurub-Ištar, month III of the eponymy of the successor of Ennam-Suen"
65,65,,71,0,KIŠIB ku-zi-zi-a ,Seal of Kuziziya;,KIŠIB ku-zi-zi-a ,Seal of Kuziziya;
66,66,,72,0,a-na en-um-a-šur DUMU šál-ma-a-šùr ù šu-be-lim," to Ennam-Aššur son of Šalim-Aššur, and Šu-Bēlum.",a-na en-um-a-šur DUMU šál-ma-a-šùr ù šu-be-lim," to Ennam-Aššur son of Šalim-Aššur, and Šu-Bēlum."
67,67,,73,0,a-na a-ta-ta DUMU ma-num-ba-lúm-a-šùr ù kà-nu-tim DUMU.MÍ en-na-sú-in ,"To Atata, son of Mannum-balum-Assur, and Kannutum, daughter of Ennam-Suen. ",a-na a-ta-ta DUMU ma-num-ba-lúm-a-šùr ù kà-nu-tim DUMU.MÍ en-na-sú-in ,"To Atata, son of Mannum-balum-Assur, and Kannutum, daughter of Ennam-Suen. "
68,68,,74,0,KIŠIB a-na-aḫ-ì-lí DUMU DU₁₀-ṣí-lá-a-šùr,"Seal of Anah-ili, son of Tab-silli-Assur",KIŠIB a-na-aḫ-ì-lí DUMU DU₁₀-ṣí-lá-a-šùr,"Seal of Anah-ili, son of Tab-silli-Assur"
69,69,,75,0,KIŠIB kà-ri-im ,Seal of the,KIŠIB kà-ri-im ,Seal of the
70,70,,76,0,kà-ni-iš a-na ú-bar-tim ša ku-bu-ur-na-at, Kanesh colony; to the station at Kuburnat.,kà-ni-iš a-na ú-bar-tim ša ku-bu-ur-na-at, Kanesh colony; to the station at Kuburnat.
71,71,,77,0,KIŠIB ú-ra-a-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na ,"Seal of Uraya son of Manana, seal of Amurrum-bāni son of Manana.",KIŠIB ú-ra-a-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na ,"Seal of Uraya son of Manana, seal of Amurrum-bāni son of Manana."
72,72,,78,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in bu-zu-ta-a ša-li-iš-ni, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Buzutaya was our third man. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in bu-zu-ta-a ša-li-iš-ni, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Buzutaya was our third man. 
73,73,,79,0,KIŠIB ú-zu-a KIŠIB i-dí-a-bi-im KIŠIB sú-kà-lim DUMU i-dí-sú-in ,"Seal of Uzua, seal of Iddin-abum, seal of Sukkallum son of Iddin-Suen.",KIŠIB ú-zu-a KIŠIB i-dí-a-bi-im KIŠIB sú-kà-lim DUMU i-dí-sú-in ,"Seal of Uzua, seal of Iddin-abum, seal of Sukkallum son of Iddin-Suen."
74,74,,80,0,11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu ITU.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb," Sukkallum owes 11.5 minas of -copper to Luzi. Month Ab-šarrāni, eponymy Kūbiya. He must add interest in accordance with the rule of the colony.",11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu ITU.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb," Sukkallum owes 11.5 minas of -copper to Luzi. Month Ab-šarrāni, eponymy Kūbiya. He must add interest in accordance with the rule of the colony."
75,75,,81,0,KIŠIB en-na-sú-in DUMU i-dí-a-bi-im KIŠIB a-šur-ta-ak-lá-ku DUMU i-ku-nim KIŠIB pí-lá-aḫ-IŠTAR DUMU a-šur-SIPA ,"Seal of Enna-Suen son of Iddin-abum, seal of Aššur-taklāku son of Ikūnum, seal of Pilah-Ištar son of Aššur-rēʾī.",KIŠIB en-na-sú-in DUMU i-dí-a-bi-im KIŠIB a-šur-ta-ak-lá-ku DUMU i-ku-nim KIŠIB pí-lá-aḫ-IŠTAR DUMU a-šur-SIPA ,"Seal of Enna-Suen son of Iddin-abum, seal of Aššur-taklāku son of Ikūnum, seal of Pilah-Ištar son of Aššur-rēʾī."
